protocol,duration,packet_count,label,hour,minute,dayofweek,hour_sin,hour_cos
1,1.872560628629565,67,0,16,25,0,-0.8660254037844385,-0.5000000000000004
0,2.056036814752136,63,0,1,25,0,0.2588190451025207,0.9659258262890684
1,4.468252920787658,38,0,2,1,0,0.4999999999999999,0.8660254037844387
0,37.992404017568006,293,1,23,54,6,-0.2588190451025215,0.965925826289068
1,4.7482152343782165,45,0,17,48,0,-0.9659258262890684,-0.2588190451025206
0,3.026027428008827,9,0,22,1,6,-0.5000000000000004,0.8660254037844384
0,0.3430577931791588,55,0,16,57,0,-0.8660254037844385,-0.5000000000000004
2,4.190027189103401,71,0,9,0,0,0.7071067811865476,-0.7071067811865475
0,4.280474310621145,34,0,2,31,0,0.4999999999999999,0.8660254037844387
0,0.3839963248764709,93,0,16,34,0,-0.8660254037844385,-0.5000000000000004
0,4.912763944435677,26,0,0,38,0,0.0,1.0
1,2.3417016368517825,94,0,21,48,6,-0.7071067811865477,0.7071067811865474
0,0.2581800632944901,19,0,15,58,0,-0.7071067811865471,-0.7071067811865479
0,2.651105437715628,28,0,5,6,0,0.9659258262890684,0.2588190451025207
2,4.341952951701546,40,0,3,24,0,0.7071067811865476,0.7071067811865476
0,0.0648462224772653,1,1,0,28,0,0.0,1.0
0,0.7129251877408831,77,0,3,12,0,0.7071067811865476,0.7071067811865476
1,1.4790207521410077,16,0,18,20,0,-1.0,-1.8369701987210294e-16
0,2.3504126879676748,18,0,6,25,0,1.0,6.123233995736766e-17
0,2.6389868434047887,50,0,1,52,0,0.2588190451025207,0.9659258262890684
1,0.8693763795381493,66,0,10,27,0,0.4999999999999999,-0.8660254037844387
4,8.688946847704415,129,1,21,45,6,-0.7071067811865477,0.7071067811865474
3,7.782217851170715,83,1,1,19,0,0.2588190451025207,0.9659258262890684
0,0.6656121161069946,77,0,16,58,0,-0.8660254037844385,-0.5000000000000004
0,3.7931189653425528,51,0,10,33,0,0.4999999999999999,-0.8660254037844387
0,0.4923554082992857,99,0,16,24,0,-0.8660254037844385,-0.5000000000000004
0,0.0133538640940251,4,1,22,46,6,-0.5000000000000004,0.8660254037844384
1,2.492975681843465,14,0,10,19,0,0.4999999999999999,-0.8660254037844387
0,0.0119393827448976,3,1,1,27,0,0.2588190451025207,0.9659258262890684
0,4.598578642288869,86,0,21,18,6,-0.7071067811865477,0.7071067811865474
0,59.77056305902048,444,1,23,22,6,-0.2588190451025215,0.965925826289068
0,1.385030205345887,50,0,5,34,0,0.9659258262890684,0.2588190451025207
3,8.86851112275523,63,1,22,12,6,-0.5000000000000004,0.8660254037844384
0,0.8471540071124604,69,0,13,17,0,-0.2588190451025208,-0.9659258262890684
0,1.541109757859572,95,0,3,48,0,0.7071067811865476,0.7071067811865476
1,2.560322247379259,74,0,4,26,0,0.8660254037844386,0.5000000000000001
0,3.156434268251894,29,0,8,38,0,0.8660254037844387,-0.4999999999999998
0,3.836211064066506,54,0,9,54,0,0.7071067811865476,-0.7071067811865475
1,1.1760986585131945,96,0,21,30,6,-0.7071067811865477,0.7071067811865474
0,0.9219431315734126,17,0,2,54,0,0.4999999999999999,0.8660254037844387
0,3.27855025566805,47,0,5,25,0,0.9659258262890684,0.2588190451025207
0,0.2479531898228038,8430,1,22,21,6,-0.5000000000000004,0.8660254037844384
0,4.461192688967608,24,0,5,42,0,0.9659258262890684,0.2588190451025207
1,0.8279253790298945,4964,1,22,21,6,-0.5000000000000004,0.8660254037844384
0,1.8788595239853847,46,1,0,17,0,0.0,1.0
0,4.643500041771271,8,0,10,50,0,0.4999999999999999,-0.8660254037844387
0,2.1968150770428494,50,0,3,31,0,0.7071067811865476,0.7071067811865476
0,4.615325225402145,75,0,20,40,6,-0.8660254037844386,0.5000000000000001
0,2.896172778779337,50,0,23,41,6,-0.2588190451025215,0.965925826289068
0,2.7112264854164163,11,0,0,10,0,0.0,1.0
1,2.005288814993907,96,0,16,35,0,-0.8660254037844385,-0.5000000000000004
0,1.3962412923562957,85,0,23,50,6,-0.2588190451025215,0.965925826289068
0,0.6954048230935035,46,1,1,29,0,0.2588190451025207,0.9659258262890684
0,1.8226351347377368,38,0,12,31,0,1.2246467991473532e-16,-1.0
0,4.355834249028216,80,0,8,31,0,0.8660254037844387,-0.4999999999999998
0,0.6071235496108226,22,0,22,50,6,-0.5000000000000004,0.8660254037844384
0,2.905426718037276,10,0,11,37,0,0.258819045102521,-0.9659258262890682
1,1.4228373282207294,76,0,21,38,6,-0.7071067811865477,0.7071067811865474
0,1.6931925388604363,28,1,0,52,0,0.0,1.0
0,1.3634901154838015,59,0,7,51,0,0.9659258262890684,-0.2588190451025206
0,1.543268681291806,67,0,10,10,0,0.4999999999999999,-0.8660254037844387
4,9.156354654876884,158,1,21,19,6,-0.7071067811865477,0.7071067811865474
1,2.4679914323517727,91,0,16,50,0,-0.8660254037844385,-0.5000000000000004
0,1.8019133618561487,32,1,1,6,0,0.2588190451025207,0.9659258262890684
1,1.0740491276092743,82,0,3,12,0,0.7071067811865476,0.7071067811865476
2,2.6406840410736696,88,0,4,6,0,0.8660254037844386,0.5000000000000001
0,0.0454633134947848,2,1,23,26,6,-0.2588190451025215,0.965925826289068
1,4.1151786388613285,80,0,12,34,0,1.2246467991473532e-16,-1.0
0,1.0006355014876045,62,0,0,43,0,0.0,1.0
0,3.0061669466007697,23,0,0,44,0,0.0,1.0
0,0.4075864775786488,62,0,23,41,6,-0.2588190451025215,0.965925826289068
0,0.6518779506602872,95,0,11,43,0,0.258819045102521,-0.9659258262890682
0,3.695603275632703,23,0,7,10,0,0.9659258262890684,-0.2588190451025206
4,9.30173664970362,142,1,23,3,6,-0.2588190451025215,0.965925826289068
0,3.813915701693141,69,0,14,39,0,-0.4999999999999997,-0.8660254037844388
0,2.786043437970522,34,0,14,58,0,-0.4999999999999997,-0.8660254037844388
0,2.4743500377222407,5,0,5,44,0,0.9659258262890684,0.2588190451025207
0,2.5064626038513507,21,0,9,15,0,0.7071067811865476,-0.7071067811865475
0,1.213574050199646,69,0,22,30,6,-0.5000000000000004,0.8660254037844384
0,0.3789210664945117,1068,1,23,57,6,-0.2588190451025215,0.965925826289068
1,2.1807135751736992,69,0,0,31,0,0.0,1.0
0,4.155798300514238,31,0,15,52,0,-0.7071067811865471,-0.7071067811865479
0,2.424627651516335,24,0,10,11,0,0.4999999999999999,-0.8660254037844387
0,3.1140073112800093,23,0,4,16,0,0.8660254037844386,0.5000000000000001
0,2.95831863475256,29,0,5,11,0,0.9659258262890684,0.2588190451025207
0,3.970419407443533,41,0,22,15,6,-0.5000000000000004,0.8660254037844384
0,39.77175821955862,461,1,21,33,6,-0.7071067811865477,0.7071067811865474
2,4.241286239784008,16,0,4,37,0,0.8660254037844386,0.5000000000000001
0,0.482358577310111,48,0,11,30,0,0.258819045102521,-0.9659258262890682
0,2.363265365595212,56,0,2,10,0,0.4999999999999999,0.8660254037844387
0,1.1709756320586355,34,0,20,39,6,-0.8660254037844386,0.5000000000000001
4,5.865268070729764,147,1,23,14,6,-0.2588190451025215,0.965925826289068
0,0.956479465483075,44,0,4,55,0,0.8660254037844386,0.5000000000000001
0,4.718994641580491,71,0,8,22,0,0.8660254037844387,-0.4999999999999998
0,4.668378234073148,40,0,10,42,0,0.4999999999999999,-0.8660254037844387
0,2.001544500512836,98,0,3,2,0,0.7071067811865476,0.7071067811865476
0,1.3110419493716905,22,0,23,25,6,-0.2588190451025215,0.965925826289068
2,0.4108090452838489,5,0,11,50,0,0.258819045102521,-0.9659258262890682
0,1.26688189675288,71,0,14,35,0,-0.4999999999999997,-0.8660254037844388
0,1.6517902881842794,94,0,23,47,6,-0.2588190451025215,0.965925826289068
1,3.090991943112261,92,0,13,7,0,-0.2588190451025208,-0.9659258262890684
0,1.0666499712282538,17,0,4,54,0,0.8660254037844386,0.5000000000000001
0,25.493469573700644,280,1,23,19,6,-0.2588190451025215,0.965925826289068
1,4.373661775532433,95,0,15,13,0,-0.7071067811865471,-0.7071067811865479
0,1.2519455773834427,48,0,17,41,0,-0.9659258262890684,-0.2588190451025206
0,0.5283737450356848,92,0,6,16,0,1.0,6.123233995736766e-17
0,4.692236847284436,82,0,23,19,6,-0.2588190451025215,0.965925826289068
1,3.6558529990575854,89,0,21,34,6,-0.7071067811865477,0.7071067811865474
0,0.1377382959088082,96,0,6,21,0,1.0,6.123233995736766e-17
0,1.9297683460013595,38,1,20,14,6,-0.8660254037844386,0.5000000000000001
0,3.335723708610117,73,0,22,52,6,-0.5000000000000004,0.8660254037844384
0,4.27825787911093,80,0,5,1,0,0.9659258262890684,0.2588190451025207
1,0.5070589518064816,19,0,17,10,0,-0.9659258262890684,-0.2588190451025206
0,2.4632847371935,55,0,16,23,0,-0.8660254037844385,-0.5000000000000004
2,2.867815872136589,74,0,3,3,0,0.7071067811865476,0.7071067811865476
0,2.891789169256028,49,0,15,51,0,-0.7071067811865471,-0.7071067811865479
0,2.1315651830965834,30,0,10,7,0,0.4999999999999999,-0.8660254037844387
2,4.391493816642548,66,0,17,42,0,-0.9659258262890684,-0.2588190451025206
0,1.1646616785772226,46,1,20,42,6,-0.8660254037844386,0.5000000000000001
0,0.3678198973083366,9,0,7,49,0,0.9659258262890684,-0.2588190451025206
2,3.603975954337287,34,0,0,28,0,0.0,1.0
0,0.9610762970441392,10,0,17,58,0,-0.9659258262890684,-0.2588190451025206
0,0.5248285628213173,30,0,13,37,0,-0.2588190451025208,-0.9659258262890684
2,3.239096629716223,13,0,11,51,0,0.258819045102521,-0.9659258262890682
0,31.23441569440421,118,1,20,58,6,-0.8660254037844386,0.5000000000000001
0,0.4497393635005642,17,0,0,53,0,0.0,1.0
0,2.1171015932287864,50,0,4,34,0,0.8660254037844386,0.5000000000000001
0,0.5396310854136095,91,0,15,32,0,-0.7071067811865471,-0.7071067811865479
0,3.745312669236671,55,0,23,5,6,-0.2588190451025215,0.965925826289068
0,0.615058744757258,85,0,2,4,0,0.4999999999999999,0.8660254037844387
0,1.69468557309611,61,0,1,53,0,0.2588190451025207,0.9659258262890684
1,2.9431782809587625,45,0,15,41,0,-0.7071067811865471,-0.7071067811865479
0,0.7227621469458886,44,1,23,24,6,-0.2588190451025215,0.965925826289068
0,4.738941231367246,92,0,14,58,0,-0.4999999999999997,-0.8660254037844388
0,4.079416309422893,35,0,4,8,0,0.8660254037844386,0.5000000000000001
0,2.2383098498192617,24,0,22,11,6,-0.5000000000000004,0.8660254037844384
0,0.3620607549349129,24,0,16,7,0,-0.8660254037844385,-0.5000000000000004
0,2.2922920232326343,43,0,17,32,0,-0.9659258262890684,-0.2588190451025206
0,0.631157884311903,20,0,16,58,0,-0.8660254037844385,-0.5000000000000004
0,1.588407325994934,55,0,21,1,6,-0.7071067811865477,0.7071067811865474
0,1.7206761346409762,83,0,15,57,0,-0.7071067811865471,-0.7071067811865479
0,3.6517597139805016,54,0,0,29,0,0.0,1.0
0,3.564535676802605,76,0,21,29,6,-0.7071067811865477,0.7071067811865474
1,3.5084284358801936,63,0,5,57,0,0.9659258262890684,0.2588190451025207
1,2.002898564608794,47,0,14,1,0,-0.4999999999999997,-0.8660254037844388
0,0.0310146662999878,2,1,20,15,6,-0.8660254037844386,0.5000000000000001
0,0.5778787345174725,31,0,22,10,6,-0.5000000000000004,0.8660254037844384
2,3.916672540024009,67,0,3,27,0,0.7071067811865476,0.7071067811865476
0,2.25335539376635,15,0,20,44,6,-0.8660254037844386,0.5000000000000001
0,3.300550331726926,10,0,6,2,0,1.0,6.123233995736766e-17
0,4.397569010763265,95,0,6,57,0,1.0,6.123233995736766e-17
0,4.584910522403023,74,0,4,12,0,0.8660254037844386,0.5000000000000001
0,4.658822395923807,90,0,2,24,0,0.4999999999999999,0.8660254037844387
1,2.4719500039342743,61,0,14,6,0,-0.4999999999999997,-0.8660254037844388
0,2.2334303765909884,25,0,4,56,0,0.8660254037844386,0.5000000000000001
1,2.046732513004065,46,0,17,8,0,-0.9659258262890684,-0.2588190451025206
1,0.7292692389205218,60,0,23,50,6,-0.2588190451025215,0.965925826289068
0,0.1783821083681623,99,0,13,41,0,-0.2588190451025208,-0.9659258262890684
0,3.799475796767248,59,0,3,16,0,0.7071067811865476,0.7071067811865476
0,0.2548302503792428,16,0,15,1,0,-0.7071067811865471,-0.7071067811865479
0,0.3634492254361762,16,0,5,32,0,0.9659258262890684,0.2588190451025207
1,1.7126854881779705,78,0,22,28,6,-0.5000000000000004,0.8660254037844384
1,4.130267778588162,9,0,8,37,0,0.8660254037844387,-0.4999999999999998
0,2.9965880206469526,83,0,9,21,0,0.7071067811865476,-0.7071067811865475
0,52.50847407412624,247,1,23,9,6,-0.2588190451025215,0.965925826289068
1,0.538920857293646,6296,1,1,17,0,0.2588190451025207,0.9659258262890684
1,2.814840268098856,52,0,10,0,0,0.4999999999999999,-0.8660254037844387
1,0.5391576248433108,78,0,7,30,0,0.9659258262890684,-0.2588190451025206
0,2.05086280510919,51,0,20,51,6,-0.8660254037844386,0.5000000000000001
1,2.2390593324007466,91,0,4,57,0,0.8660254037844386,0.5000000000000001
0,0.7435458905989383,41,1,20,22,6,-0.8660254037844386,0.5000000000000001
1,2.258606070773302,41,0,5,53,0,0.9659258262890684,0.2588190451025207
1,1.2934814491385973,85,0,4,12,0,0.8660254037844386,0.5000000000000001
0,1.6723963310435803,58,0,9,53,0,0.7071067811865476,-0.7071067811865475
0,3.047250303658985,73,0,7,10,0,0.9659258262890684,-0.2588190451025206
1,4.9462296007205,64,0,2,51,0,0.4999999999999999,0.8660254037844387
0,2.776630708503097,74,0,13,43,0,-0.2588190451025208,-0.9659258262890684
0,1.3405463495675376,93,0,7,27,0,0.9659258262890684,-0.2588190451025206
1,1.305046021647963,45,0,6,58,0,1.0,6.123233995736766e-17
0,0.6209170830035481,48,0,2,48,0,0.4999999999999999,0.8660254037844387
0,1.907778397129705,11,1,22,27,6,-0.5000000000000004,0.8660254037844384
0,4.536680262573496,56,0,6,9,0,1.0,6.123233995736766e-17
1,3.949328060812867,85,0,9,29,0,0.7071067811865476,-0.7071067811865475
0,3.512356320568357,48,0,23,7,6,-0.2588190451025215,0.965925826289068
0,1.4178305532276112,38,0,6,25,0,1.0,6.123233995736766e-17
0,4.288176245677437,45,0,7,45,0,0.9659258262890684,-0.2588190451025206
1,0.6069768324160636,37,0,3,56,0,0.7071067811865476,0.7071067811865476
5,7.034638553158024,144,1,21,27,6,-0.7071067811865477,0.7071067811865474
0,0.6127384484178487,25,0,15,6,0,-0.7071067811865471,-0.7071067811865479
0,3.141827650782243,49,0,15,31,0,-0.7071067811865471,-0.7071067811865479
1,2.404402106994799,37,0,16,50,0,-0.8660254037844385,-0.5000000000000004
0,1.3798915803768446,49,0,23,47,6,-0.2588190451025215,0.965925826289068
0,1.5359182716428548,15,0,23,38,6,-0.2588190451025215,0.965925826289068
0,1.6876238066828688,40,1,23,21,6,-0.2588190451025215,0.965925826289068
0,4.219310146634066,55,0,12,48,0,1.2246467991473532e-16,-1.0
1,1.845238285020146,90,0,21,48,6,-0.7071067811865477,0.7071067811865474
0,1.011502351242513,65,0,2,54,0,0.4999999999999999,0.8660254037844387
2,4.5181470553721095,50,0,0,46,0,0.0,1.0
0,3.786616337287912,96,0,7,27,0,0.9659258262890684,-0.2588190451025206
0,58.93635982176362,464,1,23,44,6,-0.2588190451025215,0.965925826289068
0,0.6663441426088629,41,0,9,32,0,0.7071067811865476,-0.7071067811865475
0,2.016867639004613,46,0,11,42,0,0.258819045102521,-0.9659258262890682
0,2.63279818323748,24,0,10,2,0,0.4999999999999999,-0.8660254037844387
2,2.354747464058039,96,0,2,1,0,0.4999999999999999,0.8660254037844387
0,0.5442210037644244,12,0,23,25,6,-0.2588190451025215,0.965925826289068
4,5.578927238021899,142,1,0,35,0,0.0,1.0
0,0.5218993793074225,27,1,0,42,0,0.0,1.0
0,50.48018909521591,483,1,20,44,6,-0.8660254037844386,0.5000000000000001
1,3.927608431876847,62,0,23,55,6,-0.2588190451025215,0.965925826289068
1,2.223704823310144,78,0,2,53,0,0.4999999999999999,0.8660254037844387
0,2.202071040853348,29,0,4,36,0,0.8660254037844386,0.5000000000000001
0,1.9148444926876889,63,0,4,59,0,0.8660254037844386,0.5000000000000001
0,1.4901944072655169,89,0,12,14,0,1.2246467991473532e-16,-1.0
0,3.5372921536413777,66,0,1,40,0,0.2588190451025207,0.9659258262890684
0,0.5193788950803652,87,0,3,24,0,0.7071067811865476,0.7071067811865476
0,0.1402605964186607,12,0,13,29,0,-0.2588190451025208,-0.9659258262890684
0,1.582450641747708,22,0,7,24,0,0.9659258262890684,-0.2588190451025206
0,4.4648581017537445,48,0,18,15,0,-1.0,-1.8369701987210294e-16
0,4.423936149062874,94,0,15,27,0,-0.7071067811865471,-0.7071067811865479
0,1.760327871855446,49,0,13,22,0,-0.2588190451025208,-0.9659258262890684
0,4.3603411287726095,53,0,9,5,0,0.7071067811865476,-0.7071067811865475
0,4.656579487296802,49,0,5,41,0,0.9659258262890684,0.2588190451025207
1,0.394751082191528,70,0,6,57,0,1.0,6.123233995736766e-17
2,3.890862446642511,19,0,12,35,0,1.2246467991473532e-16,-1.0
0,3.1611651175207705,53,0,22,58,6,-0.5000000000000004,0.8660254037844384
0,0.0441575483995715,4,1,23,44,6,-0.2588190451025215,0.965925826289068
2,0.7257607639790192,93,0,15,37,0,-0.7071067811865471,-0.7071067811865479
0,1.5326604265043722,13,1,0,17,0,0.0,1.0
0,3.041384274539435,6,0,7,35,0,0.9659258262890684,-0.2588190451025206
0,4.9364619720160015,29,0,17,4,0,-0.9659258262890684,-0.2588190451025206
0,4.69916796928372,58,0,15,4,0,-0.7071067811865471,-0.7071067811865479
0,1.0912732107067475,14,1,21,10,6,-0.7071067811865477,0.7071067811865474
0,1.0665559490844951,25,0,10,55,0,0.4999999999999999,-0.8660254037844387
0,1.223890485617278,69,0,15,20,0,-0.7071067811865471,-0.7071067811865479
0,4.37477280192766,14,0,5,49,0,0.9659258262890684,0.2588190451025207
0,2.1302079088142327,85,0,11,53,0,0.258819045102521,-0.9659258262890682
1,2.5524555554244146,45,0,17,2,0,-0.9659258262890684,-0.2588190451025206
0,1.84862005299511,29,1,20,30,6,-0.8660254037844386,0.5000000000000001
1,4.180224836330169,19,0,6,12,0,1.0,6.123233995736766e-17
0,2.371249313912438,93,0,17,19,0,-0.9659258262890684,-0.2588190451025206
1,2.057934349147084,15,0,10,16,0,0.4999999999999999,-0.8660254037844387
0,1.6331805699137258,10,1,22,55,6,-0.5000000000000004,0.8660254037844384
0,2.597618818741054,46,0,23,19,6,-0.2588190451025215,0.965925826289068
0,2.277702754145256,54,0,14,21,0,-0.4999999999999997,-0.8660254037844388
0,1.3094140248967328,31,0,1,24,0,0.2588190451025207,0.9659258262890684
0,2.8871906889081136,68,0,0,52,0,0.0,1.0
0,4.2179735138815095,72,0,6,27,0,1.0,6.123233995736766e-17
0,2.424292117882502,64,0,5,57,0,0.9659258262890684,0.2588190451025207
3,7.342790376060243,169,1,20,16,6,-0.8660254037844386,0.5000000000000001
0,0.5509265169433106,56,0,1,59,0,0.2588190451025207,0.9659258262890684
0,18.327705491128267,119,1,23,29,6,-0.2588190451025215,0.965925826289068
1,3.4172741950522845,54,0,8,55,0,0.8660254037844387,-0.4999999999999998
1,3.155935688618364,55,0,9,24,0,0.7071067811865476,-0.7071067811865475
2,0.7336493968290071,31,0,12,29,0,1.2246467991473532e-16,-1.0
0,0.3498327791576223,63,0,22,6,6,-0.5000000000000004,0.8660254037844384
0,1.1491107311061954,17,1,20,18,6,-0.8660254037844386,0.5000000000000001
0,2.3087453926635404,18,0,5,8,0,0.9659258262890684,0.2588190451025207
0,0.3391154057274341,3299,1,0,47,0,0.0,1.0
0,0.6441230125300454,10,0,3,58,0,0.7071067811865476,0.7071067811865476
0,0.9677306663528168,7704,1,20,29,6,-0.8660254037844386,0.5000000000000001
0,1.2587516486855272,78,0,11,47,0,0.258819045102521,-0.9659258262890682
0,4.765525210360143,53,0,11,31,0,0.258819045102521,-0.9659258262890682
0,3.2593491730239865,68,0,11,33,0,0.258819045102521,-0.9659258262890682
1,0.9355991848009436,70,0,20,37,6,-0.8660254037844386,0.5000000000000001
2,1.5081850979273006,35,0,14,3,0,-0.4999999999999997,-0.8660254037844388
0,3.0270394940591667,69,0,20,28,6,-0.8660254037844386,0.5000000000000001
0,0.8614600243486831,99,0,10,57,0,0.4999999999999999,-0.8660254037844387
0,18.76175509644396,363,1,21,33,6,-0.7071067811865477,0.7071067811865474
5,4.820338068640957,141,1,23,55,6,-0.2588190451025215,0.965925826289068
0,2.149993728347006,40,0,15,31,0,-0.7071067811865471,-0.7071067811865479
0,4.46961255247341,69,0,21,7,6,-0.7071067811865477,0.7071067811865474
2,2.511193510645638,40,0,22,7,6,-0.5000000000000004,0.8660254037844384
1,4.540084443392846,51,0,3,46,0,0.7071067811865476,0.7071067811865476
1,4.181903023183599,16,0,20,55,6,-0.8660254037844386,0.5000000000000001
1,3.0980476485941137,63,0,9,59,0,0.7071067811865476,-0.7071067811865475
0,2.316294217352289,84,0,12,52,0,1.2246467991473532e-16,-1.0
0,0.4587746050907555,6744,1,21,43,6,-0.7071067811865477,0.7071067811865474
0,4.222942869519069,76,0,11,24,0,0.258819045102521,-0.9659258262890682
0,2.032867319751126,36,0,9,2,0,0.7071067811865476,-0.7071067811865475
1,3.33409650875242,47,0,2,19,0,0.4999999999999999,0.8660254037844387
0,3.209498638619794,24,0,6,55,0,1.0,6.123233995736766e-17
1,4.931748623156404,29,0,17,17,0,-0.9659258262890684,-0.2588190451025206
0,0.321263979737483,67,0,17,35,0,-0.9659258262890684,-0.2588190451025206
0,3.5575856539801074,45,0,16,3,0,-0.8660254037844385,-0.5000000000000004
1,2.9804010729314685,67,0,1,45,0,0.2588190451025207,0.9659258262890684
0,3.4135090623002253,44,0,22,46,6,-0.5000000000000004,0.8660254037844384
3,5.7605533774119895,120,1,20,37,6,-0.8660254037844386,0.5000000000000001
0,0.5996369674674027,91,0,10,45,0,0.4999999999999999,-0.8660254037844387
0,15.678416101282046,276,1,0,26,0,0.0,1.0
0,2.1986287298071394,53,0,3,10,0,0.7071067811865476,0.7071067811865476
1,1.8573161480403688,63,0,23,39,6,-0.2588190451025215,0.965925826289068
0,1.0043331298947993,8,0,7,50,0,0.9659258262890684,-0.2588190451025206
0,0.0484021625733961,2,1,0,15,0,0.0,1.0
1,1.5477601617111452,11,0,11,21,0,0.258819045102521,-0.9659258262890682
0,4.959124020085572,47,0,13,51,0,-0.2588190451025208,-0.9659258262890684
0,3.5882216609710413,88,0,21,7,6,-0.7071067811865477,0.7071067811865474
0,3.08345026996196,33,0,12,14,0,1.2246467991473532e-16,-1.0
1,3.0724729320856,88,0,11,31,0,0.258819045102521,-0.9659258262890682
1,0.4064684170927274,43,0,21,34,6,-0.7071067811865477,0.7071067811865474
3,6.039174829888603,73,1,1,9,0,0.2588190451025207,0.9659258262890684
0,3.126244554662331,89,0,7,13,0,0.9659258262890684,-0.2588190451025206
0,3.197970791870986,19,0,6,14,0,1.0,6.123233995736766e-17
0,2.8317432136944287,67,0,5,12,0,0.9659258262890684,0.2588190451025207
0,1.233281609042801,75,0,23,24,6,-0.2588190451025215,0.965925826289068
